pl_name,hostname,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,sy_dist,ra,dec
Kepler-1594 b,Kepler-1594,Transit,2016,Kepler,1,1,1.2,1.06,2.71603809,0.0396,0,1360,1.06,1.08,5946,-0.00032,976.868,293.6230451,47.9619127
Kepler-1595 b,Kepler-1595,Transit,2016,Kepler,1,1,2.04,1.23,4.56380468,0.051,0,980,0.84,0.8,5203,-0.36327,845.022,285.7227502,43.0094855
Kepler-1388 c,Kepler-1388,Transit,2016,Kepler,1,4,5.73,2.26,5.53608151,0.0519,0,566,0.63,0.61,4098,-1.1068,453.795,283.3360156,47.1744499
Kepler-1439 b,Kepler-1439,Transit,2016,Kepler,1,1,2.73,1.46,8.07392849,0.0594,0,420,0.46,0.43,3578,-1.54394,225.393,285.7396971,40.9798688
Kepler-1438 b,Kepler-1438,Transit,2016,Kepler,1,1,0.779,0.94,2.31942009,0.0346,0,1490,0.97,0.96,5530,0.12254,1154.13,289.289819,40.6816262
Kepler-1440 b,Kepler-1440,Transit,2016,Kepler,1,1,2.13,1.26,39.859484,0.23431,0,597,0.98,0.96,5698,0.37679,1115.35,285.3469737,48.3122283
Kepler-576 b,Kepler-576,Transit,2016,Kepler,1,1,10.7,3.27,29.91136794,0.179,0,541,0.99,0.97,5672,-0.21068,617.55,295.1828896,38.6542028
Kepler-1596 b,Kepler-1596,Transit,2016,Kepler,1,1,4.27,1.9,66.373379,0.3237,0,471,0.95,0.92,5706,0.43061,2146.23,285.5575066,49.3300866
Kepler-577 b,Kepler-577,Transit,2016,Kepler,1,1,7.04,2.55,25.69578251,0.1348,0,314,0.78,0.73,4984,-0.555,524.247,294.7119855,39.0737317
Kepler-1393 b,Kepler-1393,Transit,2016,Kepler,1,1,0.437,0.8,2.44357812,0.0337,0,1249,0.95,0.92,5697,0.15136,544.456,284.4594558,40.1424756
Kepler-1394 b,Kepler-1394,Transit,2016,Kepler,1,1,2.51,1.39,3.93766373,0.05474,0,1947,1.64,2.55,6481,0.81107,640.409,283.4532068,45.0840729
Kepler-1441 b,Kepler-1441,Transit,2016,Kepler,1,1,2.27,1.31,39.4419839,0.2346,0,682,1,1,5802,0.32471,1110.48,293.7191177,43.1245756
Kepler-511 b,Kepler-511,Transit,2016,Kepler,1,2,33.1,6.35,296.637865,0.85672,0,332,1,1.2,5770,0.49754,651.999,282.9455384,47.5749181
Kepler-1563 b,Kepler-1563,Transit,2016,Kepler,1,1,0.347,0.75,3.43276598,0.0442,0,1134,1,0.99,5765,-0.0102,616.697,288.5735936,51.4727698
Kepler-1564 b,Kepler-1564,Transit,2016,Kepler,1,1,2.76,1.47,18.0540381,0.1327,0,635,0.93,0.9,5528,-0.13536,908.805,290.5861316,46.6427486
Kepler-1603 b,Kepler-1603,Transit,2016,Kepler,1,1,2.21,1.29,2.27163926,0.0351,0,1522,1.21,1.31,6241,0.7055,2712.58,295.3298254,42.5349698
Kepler-1395 b,Kepler-1395,Transit,2016,Kepler,1,1,0.437,0.8,3.78470649,0.04974,0,1311,1.17,1.23,6138,0.27693,492.894,292.3374945,47.6641732
Kepler-549 c,Kepler-549,Transit,2016,Kepler,1,3,8.91,2.93,117.040498,0.45332,0,349,0.88,0.84,5360,-0.30618,635.145,283.0228527,47.2611431
Kepler-1565 b,Kepler-1565,Transit,2016,Kepler,1,1,1.81,1.19,1.538188437,0.0241,0,1234,0.76,0.73,4940,-0.56447,629.93,297.9529793,40.8067876
Kepler-1567 b,Kepler-1567,Transit,2016,Kepler,1,1,7.9,2.73,153.979578,0.552,0,330,0.95,0.93,5655,-0.12183,1206.11,286.695153,40.2918894
Kepler-1598 b,Kepler-1598,Transit,2016,Kepler,1,1,0.809,0.95,4.34195123,0.05207,0,1236,1.07,1.09,5940,-0.03931,619.862,288.469107,46.7836464
Kepler-1599 b,Kepler-1599,Transit,2016,Kepler,1,1,3.26,1.62,122.363553,0.4823,0,407,0.99,0.99,5767,0.24119,1328.2,286.2208685,41.1511886
Kepler-1399 b,Kepler-1399,Transit,2016,Kepler,1,1,2.1,1.25,1.638653058,0.0276,0,1610,0.97,0.96,5735,0.00959,1385.7,293.3116962,46.0416516
Kepler-684 b,Kepler-684,Transit,2016,Kepler,1,1,11.2,3.36,6.770302008,0.064,0,812,0.89,0.86,5493,0.20867,1731.27,290.8704935,38.2735978
Kepler-605 c,Kepler-605,Transit,2016,Kepler,1,2,0.566,0.86,2.358951515,0.03336,0,1278,0.91,0.88,5462,-0.24849,556.58,287.2954015,43.2798677
Kepler-1569 b,Kepler-1569,Transit,2016,Kepler,1,1,3.46,1.68,5.79180156,0.06669,0,1222,1.25,1.4,6319,0.33545,945.454,292.2046748,37.2212065
Kepler-687 b,Kepler-687,Transit,2016,Kepler,1,1,12.2,3.52,20.50586978,0.1326,0,518,0.77,0.73,4841,-0.56669,633.66,289.3154576,39.1532911
Kepler-1597 b,Kepler-1597,Transit,2016,Kepler,1,1,1.2,1.06,2.94654179,0.04136,0,1497,1.25,1.39,6377,0.43429,1221.05,288.1639687,42.4810124
Kepler-1402 b,Kepler-1402,Transit,2016,Kepler,1,1,0.363,0.76,2.03387914,0.0322,0,1789,0.9,0.87,5416,0.44774,1493.64,291.8478341,48.9681664
Kepler-610 c,Kepler-610,Transit,2016,Kepler,1,2,10.9,3.3,151.86392,0.5594,0,318,1.1,1.13,5943,-0.11034,845.824,293.1713241,45.0655934
Kepler-619 c,Kepler-619,Transit,2016,Kepler,1,3,3.5,1.69,1.208465026,0.02216,0,1767,1.09,1.11,5980,-0.04002,900.678,290.8490899,48.4159782
Kepler-1571 b,Kepler-1571,Transit,2016,Kepler,1,1,2.92,1.52,3.38555488,0.04287,0,1476,1.23,1.39,6297,0.194,675.303,300.9354067,45.5964836
Kepler-1389 b,Kepler-1389,Transit,2016,Kepler,1,1,3.78,1.77,99.2530951,0.38249,0,300,0.81,0.74,5078,-0.53422,497.093,285.7174414,44.7583487
Kepler-1405 b,Kepler-1405,Transit,2016,Kepler,1,1,14.9,3.96,28.2274184,0.1778,0,565,1.05,1.07,5925,0.02238,1530.3,295.6848822,39.2561274
Kepler-1406 b,Kepler-1406,Transit,2016,Kepler,1,1,1.37,1.1,11.62905828,0.0987,0,854,1.05,1.12,5892,0.135,572.403,292.0818824,38.9149472
Kepler-625 c,Kepler-625,Transit,2016,Kepler,1,2,1.16,1.05,4.1653651,0.05379,0,1048,1.04,0.96,5789,0.40647,760.708,292.1504723,39.6375254
Kepler-217 d,Kepler-217,Transit,2016,Kepler,1,3,2.3,1.32,3.88689525,0.0534,0,1574,1.37,1.76,6341,0.75356,1104.64,293.0377331,46.2775223
Kepler-1573 b,Kepler-1573,Transit,2016,Kepler,1,1,1.87,1.2,2.6157554,0.0364,0,1379,1.01,1,5808,0.16867,1455.36,292.9883129,49.4849664
Kepler-1574 b,Kepler-1574,Transit,2016,Kepler,1,1,2.21,1.29,6.9424334,0.0743,0,1003,1.06,1.08,5892,0.15604,1384.16,292.1586689,49.6377914
Kepler-758 d,Kepler-758,Transit,2016,Kepler,1,4,5.14,2.12,20.4966197,0.1527,0,843,1.16,1.42,6228,0.56281,1502.32,293.0846115,41.1354049
Kepler-533 b,Kepler-533,Transit,2016,Kepler,1,1,11.4,3.38,28.51120525,0.16704,0,423,0.78,0.72,4758,-0.62007,302.955,293.6856893,48.8249915
Kepler-1407 b,Kepler-1407,Transit,2016,Kepler,1,1,5.69,2.25,20.0711504,0.1502,0,826,1.1,1.15,6010,0.27131,1396.41,283.9424274,41.4715535
Kepler-653 c,Kepler-653,Transit,2016,Kepler,1,2,0.399,0.78,0.900376476,0.01855,0,2078,1.02,1.19,5665,0.11872,595.634,282.2130447,46.7177898
Kepler-1541 b,Kepler-1541,Transit,2016,Kepler,1,1,1.65,1.16,8.40691199,0.07555,0,1048,0.86,0.81,5282,-0.33627,416.692,283.7870875,48.0296019
Kepler-1245 c,Kepler-1245,Transit,2016,Kepler,1,2,2.67,1.44,2.936584681,0.0372,0,1190,0.86,0.83,5306,-0.41093,805.936,290.7443078,43.260753
Kepler-1050 c,Kepler-1050,Transit,2016,Kepler,1,2,2.79,1.48,21.1284569,0.15264,0,935,1.09,1.13,6010,0.05871,490.488,282.9249847,48.6264015
Kepler-534 b,Kepler-534,Transit,2016,Kepler,1,2,5.65,2.24,15.95994513,0.1272,0,721,1.05,0.98,5884,0.14739,570.659,296.4185696,49.540148
Kepler-1412 b,Kepler-1412,Transit,2016,Kepler,1,1,0.498,0.83,3.6146051,0.04608,0,1397,1.06,1.27,5880,0.38332,755.678,292.1801539,49.202481
Kepler-1413 b,Kepler-1413,Transit,2016,Kepler,1,1,3.97,1.82,13.1829642,0.1066,0,661,0.84,0.8,5196,-0.39085,1167.49,294.3416065,46.4987624
Kepler-1542 b,Kepler-1542,Transit,2016,Kepler,1,4,0.363,0.76,3.95116882,0.04765,0,1160,0.94,0.99,5564,0.07026,399.114,285.7284757,42.6544651
TOI-5301 b,TOI-5301,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,1182.321674,13.09208946,5.858858,0.073,0.33,1648,1.483,2.19,6240,0.81624,629.161,12.9908008,13.0783712
Kepler-536 b,Kepler-536,Transit,2016,Kepler,1,1,9.8,3.1,1.827082299,0.02835,0,1877,0.92,0.89,5524,-0.21446,462.322,297.7363605,49.637101
Kepler-1414 b,Kepler-1414,Transit,2016,Kepler,1,1,2.04,1.23,3.51576315,0.0426,0,1033,0.8,0.75,4951,-0.46384,570.835,284.9285796,42.4223085
Kepler-1415 b,Kepler-1415,Transit,2016,Kepler,1,1,2.21,1.29,0.63642408,0.01416,0,1846,0.89,0.84,5267,-0.29708,1043.56,285.1568015,47.8732512
Kepler-1545 b,Kepler-1545,Transit,2016,Kepler,1,1,7.75,2.7,163.692349,0.5442,0,274,0.84,0.8,5201,-0.27681,729.964,298.8988313,47.4630696
Kepler-1254 d,Kepler-1254,Transit,2016,Kepler,1,3,2.27,1.31,5.72717226,0.0575,0,794,0.78,0.75,4985,-0.57202,622.818,285.1733174,48.7700099
Kepler-555 b,Kepler-555,Transit,2016,Kepler,1,1,8.4,2.83,16.21775407,0.1201,0,664,1.03,1.04,5894,0.26392,973.121,285.516872,38.9324587
Kepler-245 e,Kepler-245,Transit,2016,Kepler,1,4,1806.36,1.75,3.219821056,0.04053,0,998,0.86,0.8,5174,-0.39579,861.527,291.6389972,42.4363482
Kepler-1417 b,Kepler-1417,Transit,2016,Kepler,1,1,0.972,1,20.3505213,0.14062,0,695,1.02,1.02,5839,0.39458,991.845,290.9498966,40.605197
Kepler-1418 b,Kepler-1418,Transit,2016,Kepler,1,1,3.39,1.66,22.4764425,0.131,0,419,0.77,0.72,4770,-0.616,499,282.9975322,41.67859
Kepler-1548 b,Kepler-1548,Transit,2016,Kepler,1,1,7.46,2.64,124.828679,0.4679,0,350,0.99,0.97,5706,-0.30667,872.279,287.4711817,46.0805706
Kepler-1579 b,Kepler-1579,Transit,2016,Kepler,1,1,0.52,0.84,0.849907889,0.014,0,1139,0.75,0.7,4584,-0.94024,466,293.288022,43.5149061
Kepler-903 c,Kepler-903,Transit,2016,Kepler,1,2,6.94,2.53,62.9228557,0.30249,0,462,0.98,0.97,5682,0.36464,1369.24,288.7710137,40.6641771
Kepler-1419 b,Kepler-1419,Transit,2016,Kepler,1,1,8.55,2.86,42.5215895,0.2391,0,510,1.01,1.01,5796,0.04229,1498.58,292.2545917,37.971376
Kepler-1154 c,Kepler-1154,Transit,2016,Kepler,1,2,6.17,2.36,8.45808312,0.0875,0,1117,1.26,1.43,6327,0.45174,1460.1,297.4771158,39.8772345
Kepler-1583 b,Kepler-1583,Transit,2016,Kepler,1,1,0.156,0.6,9.32807355,0.08307,0,788,0.94,0.91,5645,-0.01774,403.933,286.3869335,47.0165188
Kepler-1582 b,Kepler-1582,Transit,2016,Kepler,1,1,2.83,1.49,4.83817712,0.0316,0,354,0.28,0.3,3208,-2.38864,78.8906,289.3765441,41.1580845
Kepler-1584 b,Kepler-1584,Transit,2016,Kepler,1,1,3.22,1.61,13.3997099,0.1168,0,886,1.1,1.13,6069,0.25226,1416.31,287.7626791,43.2743929
Kepler-1469 b,Kepler-1469,Transit,2016,Kepler,1,1,8.25,2.8,21.8635301,0.1466,0,551,0.92,0.89,5507,-0.2739,1159.3,293.8213286,39.3913385
Kepler-633 b,Kepler-633,Transit,2016,Kepler,1,2,3.29,1.63,8.50340718,0.08185,0,1021,1.02,1.15,5899,0.16,680.54,295.2173259,40.5921599
Kepler-1511 b,Kepler-1511,Transit,2016,Kepler,1,1,3.46,1.68,23.2382792,0.1753,0,903,1.17,1.29,6064,0.83813,1475.6,288.4211892,43.179773
Kepler-1525 b,Kepler-1525,Transit,2016,Kepler,1,1,0.693,0.91,2.416601183,0.03557,0,1343,1.07,1.04,5748,-0.0112,382.989,290.5594479,49.9428629
Kepler-1617 b,Kepler-1617,Transit,2016,Kepler,1,1,1.87,1.2,27.4785572,0.17707,0,736,1.15,1.22,6167,0.34078,898.31,287.9371747,46.4184781
Kepler-1470 b,Kepler-1470,Transit,2016,Kepler,1,1,1.24,1.07,16.2950903,0.116,0,574,0.8,0.76,4961,-0.48551,590.601,288.6949475,39.8830802
Kepler-132 e,Kepler-132,Transit,2016,Kepler,2,4,1.76,1.18,110.2869374,0.43927,0,414,1.03,1.1,6023,0.157,349.549,283.23581,41.343037
Kepler-695 b,Kepler-695,Transit,2016,Kepler,1,1,62.3,9.21,3.040330424,0.0374,0,1021,0.84,0.8,5181,-0.15936,842.947,299.3160934,40.8223815
Kepler-704 b,Kepler-704,Transit,2016,Kepler,1,1,7.32,2.61,3.76182115,0.047,0,1121,0.97,0.96,5616,0.03582,1228.83,283.3163671,41.8370942
Kepler-1527 b,Kepler-1527,Transit,2016,Kepler,1,1,20.4,4.77,160.129918,0.6276,0,450,1.21,1.32,6224,0.48222,1842.13,297.4144457,46.0608077
Kepler-1618 b,Kepler-1618,Transit,2016,Kepler,1,1,2.13,1.26,6.10826019,0.07109,0,1267,1.41,1.65,6620,0.69003,1229.25,295.1753619,45.9308594
Kepler-630 b,Kepler-630,Transit,2016,Kepler,1,1,10.2,3.18,161.4743937,0.56201,0,343,1.02,1.04,5829,0.30233,839.784,293.4270647,39.9423967
Kepler-1472 b,Kepler-1472,Transit,2016,Kepler,1,1,4.27,1.9,38.1312831,0.2322,0,613,1.16,1.25,6159,0.42003,1479.14,294.8526163,49.0574468
Kepler-622 b,Kepler-622,Transit,2016,Kepler,1,1,5.18,2.13,14.28226676,0.0978,0,446,0.64,0.61,4201,-0.86159,284.761,284.4784454,40.9331723
Kepler-967 c,Kepler-967,Transit,2016,Kepler,1,2,12.9,3.65,198.7112502,0.6253,0,258,0.84,0.8,5178,-0.71759,568.546,286.5580128,38.4052418
Kepler-154 e,Kepler-154,Transit,2016,Kepler,1,5,2.86,1.5,3.93276465,0.04766,0,1140,0.98,0.98,5769,0.03322,915.212,289.7805393,49.8965624
Kepler-1529 b,Kepler-1529,Transit,2016,Kepler,1,1,5.06,2.1,5.33905686,0.0525,0,817,0.81,0.77,5048,-0.52049,661.014,289.8707469,41.0407482
Kepler-1090 b,Kepler-1090,Transit,2016,Kepler,1,2,5.69,2.25,198.680179,0.63323,0,297,0.86,0.82,5321,-0.14595,858.77,295.6629002,44.5258237
Kepler-1619 b,Kepler-1619,Transit,2016,Kepler,1,1,0.363,0.76,23.6225913,0.15413,0,797,1,1,5852,0.32575,734.85,285.703595,44.4221528
Kepler-1477 b,Kepler-1477,Transit,2016,Kepler,1,1,1.76,1.18,11.55530021,0.0911,0,674,0.81,0.78,5100,-0.19624,680.828,281.2985305,42.6856727
Kepler-598 b,Kepler-598,Transit,2016,Kepler,1,2,2.86,1.5,3.70175428,0.04487,0,1050,0.87,0.86,5307,-0.25753,681.086,293.1234493,40.9348005
Kepler-1530 b,Kepler-1530,Transit,2016,Kepler,1,3,3.33,1.64,2.5904434,0.03553,0,1484,0.92,0.88,5477,-0.31086,489.876,288.1624396,48.165153
Kepler-1530 c,Kepler-1530,Transit,2016,Kepler,1,3,3.36,1.65,5.3227406,0.05744,0,1167,0.92,0.88,5477,-0.31086,489.876,288.1624396,48.165153
Kepler-692 b,Kepler-692,Transit,2016,Kepler,1,1,9.85,3.11,21.81293494,0.1495,0,639,0.9,0.86,5440,-0.23346,991.336,294.7768068,40.1537027
Kepler-1622 b,Kepler-1622,Transit,2016,Kepler,1,1,2.76,1.47,10.8118737,0.10136,0,922,1.31,1.5,6436,0.37304,796.477,297.3288329,47.815459
Kepler-1479 b,Kepler-1479,Transit,2016,Kepler,1,1,4.01,1.83,14.53261362,0.11341,0,746,0.99,0.98,5796,0.14528,728.668,285.7119953,49.7067574
Kepler-1480 b,Kepler-1480,Transit,2016,Kepler,2,1,3.43,1.67,22.12679948,0.1525,0,721,0.85,0.81,5156,-0.44868,500.892,291.9998055,49.3018321
Kepler-969 c,Kepler-969,Transit,2016,Kepler,1,2,0.937,0.99,1.682934604,0.0265,0,1270,0.92,0.82,5214,-0.38876,390.354,288.3724989,47.9335642
Kepler-990 c,Kepler-990,Transit,2016,Kepler,1,2,2.96,1.53,0.538354308,0.01232,0,2386,1.05,1.08,5948,-0.05003,802.163,297.9381813,46.8813194
Kepler-1093 c,Kepler-1093,Transit,2016,Kepler,1,2,4.5,1.96,89.722292,0.41037,0,508,1.13,1.2,6166,0.46038,1072.88,284.9780251,41.4202077
Kepler-1531 b,Kepler-1531,Transit,2016,Kepler,1,1,1.41,1.11,1.138543376,0.02204,0,2537,1.16,1.27,6260,0.30365,666.334,285.146622,39.3708055
Kepler-631 b,Kepler-631,Transit,2016,Kepler,1,1,8.75,2.9,17.97979059,0.14017,0,828,1.24,1.33,6185,0.38915,761.966,296.885724,40.2281717
Kepler-1623 b,Kepler-1623,Transit,2016,Kepler,1,1,2.27,1.31,4.36128348,0.0518,0,1000,1,1,5772,-0.17154,837.481,294.082697,39.5560655
Kepler-1481 b,Kepler-1481,Transit,2016,Kepler,1,1,2.04,1.23,5.94220998,0.059,0,797,0.8,0.75,4908,-0.58658,459.076,289.4390075,49.7312226
Kepler-1483 b,Kepler-1483,Transit,2016,Kepler,1,1,2.92,1.52,9.5085156,0.0958,0,1131,1.25,1.4,6337,0.39403,1273.78,295.4097409,42.1507935
Kepler-636 b,Kepler-636,Transit,2016,Kepler,2,1,18.1,4.45,16.08066115,0.1185,0,614,0.85,0.8,5203,-0.374,310.301,293.5920614,41.0950891
Kepler-489 b,Kepler-489,Transit,2016,Kepler,1,1,46.1,7.72,17.27629612,0.12109,0,538,0.82,0.76,5014,-0.51802,369.645,290.8332412,38.1841851
Kepler-1016 c,Kepler-1016,Transit,2016,Kepler,1,2,13.1,3.68,105.6551369,0.43519,0,407,0.99,1,5821,0.12363,1402.82,294.613689,45.9846265
Kepler-705 b,Kepler-705,Transit,2016,Kepler,1,1,5.1,2.11,56.0560538,0.232,0,265,0.53,0.51,3722,-1.385,276.881,289.5085612,41.8120234
Kepler-1536 b,Kepler-1536,Transit,2016,Kepler,1,1,10,3.14,364.758031,0.8507,0,166,0.71,0.67,4434,-0.8224,387.248,291.5852554,45.7158742
Kepler-632 b,Kepler-632,Transit,2016,Kepler,1,1,5.52,2.21,30.99660733,0.1885,0,500,0.91,0.84,5322,-0.292,349,297.252613,40.288605
Kepler-545 b,Kepler-545,Transit,2016,Kepler,1,1,7.7,2.69,13.24934059,0.11248,0,806,1.04,1.07,5882,0.10684,818.001,290.5663221,40.6920756
Kepler-1486 b,Kepler-1486,Transit,2016,Kepler,1,1,5.99,2.32,54.6495759,0.2846,0,538,1.08,1.12,5965,0.31179,1769.14,290.5903907,45.4396955
Kepler-342 e,Kepler-342,Transit,2016,Kepler,1,4,0.615,0.88,1.644224613,0.02909,0,1897,1.26,1.34,6366,0.45345,781.611,292.6780488,46.7266813
Kepler-582 b,Kepler-582,Transit,2016,Kepler,1,1,13.1,3.68,18.49235668,0.1254,0,603,0.93,0.91,5564,-0.41418,613.179,297.503718,41.0570326
Kepler-1409 b,Kepler-1409,Transit,2016,Kepler,1,1,1.12,1.04,0.764864926,0.01553,0,1733,0.83,0.79,5160,-0.4219,694.89,290.0847389,51.2086144
Kepler-1444 b,Kepler-1444,Transit,2016,Kepler,1,1,5.39,2.18,33.42035034,0.20906,0,581,1.03,1.05,5810,0.02131,319.675,285.3306799,42.0405016
Kepler-581 b,Kepler-581,Transit,2016,Kepler,1,1,7.41,2.63,40.6069821,0.2259,0,521,1,1,5772,-0.16946,703.758,295.4326552,40.6481874
Kepler-1516 b,Kepler-1516,Transit,2016,Kepler,1,1,3.71,1.75,7.25931979,0.0718,0,967,1.04,1.07,5904,0.44571,1358.95,291.4945795,44.5234227
Kepler-600 b,Kepler-600,Transit,2016,Kepler,1,1,8.75,2.9,23.67517607,0.1536,0,528,0.84,0.81,5279,-0.33922,619.723,283.8330588,41.9786358
Kepler-1537 b,Kepler-1537,Transit,2016,Kepler,1,1,1.76,1.18,1.444453798,0.0245,0,1800,0.81,0.77,5079,-0.42348,517.292,294.3853917,43.8254461
Kepler-1447 b,Kepler-1447,Transit,2016,Kepler,1,1,8.75,2.9,56.6747285,0.2836,0,522,0.97,0.95,5722,-0.04217,890.296,289.6434285,50.727016
Kepler-1488 b,Kepler-1488,Transit,2016,Kepler,1,2,4.12,1.86,39.8189932,0.24153,0,650,1.05,1.31,5820,0.58748,905.825,286.6464265,49.9377735
WASP-156 b,WASP-156,Transit,2017,SuperWASP,1,1,41.8,6.02802815,3.8361623,0.0458,0,934.5,0.8712,0.8268,4987,-0.41794,122.066,32.782085,2.4181937
Kepler-1538 b,Kepler-1538,Transit,2016,Kepler,1,1,8.35,2.82,175.138819,0.6095,0,346,1.03,1.03,5837,-0.08496,1125.3,283.345611,45.2743573
Kepler-1448 b,Kepler-1448,Transit,2016,Kepler,1,1,3.22,1.61,12.27065865,0.1058,0,811,0.95,0.93,5774,-0.06927,768.903,287.8674123,50.5955846
Kepler-1493 b,Kepler-1493,Transit,2016,Kepler,1,1,2.57,1.41,15.0217983,0.1197,0,874,1.06,1.29,5863,0.249,555.051,288.5493683,38.5651973
Kepler-1519 b,Kepler-1519,Transit,2016,Kepler,1,1,39.6,7.06,240.7989397,0.7655,0,342,0.94,0.91,5644,0.32617,1441.63,296.6679448,49.4617774
Kepler-688 b,Kepler-688,Transit,2016,Kepler,1,1,68.7,9.76,3.895936844,0.046,0,1005,0.98,0.96,5715,-0.02364,1357.75,294.6552312,39.3083446
Kepler-1450 b,Kepler-1450,Transit,2016,Kepler,1,1,3.57,1.71,54.5094166,0.2401,0,308,0.71,0.68,4524,-0.7677,505.829,294.5536825,45.0813011
Kepler-1494 b,Kepler-1494,Transit,2016,Kepler,1,1,9.64,3.07,91.080482,0.3982,0,415,0.96,0.94,5659,0.07901,1285.48,282.6573891,43.1625334
Kepler-1495 b,Kepler-1495,Transit,2016,Kepler,1,1,8.96,2.94,85.273256,0.3677,0,443,1.03,1.04,5831,0.0523,1355.54,286.1306907,38.7795494
Kepler-1520 b,Kepler-1520,Transit,2016,Kepler,1,1,28.1,5.77,0.653553572,0.0129,0,1437,0.76,0.71,4677,-0.67309,607.917,290.9662102,51.5047656
Kepler-637 b,Kepler-637,Transit,2016,Kepler,1,1,20.2,4.75,23.20584623,0.16619,0,1002,1.64,2.56,6096,0.38249,786.091,292.4172566,41.4168384
Kepler-1607 b,Kepler-1607,Transit,2016,Kepler,1,1,0.721,0.92,13.6473676,0.11978,0,913,1.14,1.21,6116,0.70881,1286.1,296.0598685,42.6560582
Kepler-1496 b,Kepler-1496,Transit,2016,Kepler,1,1,5.56,2.22,64.6588017,0.3211,0,535,1.18,1.27,6182,0.3041,1307.66,293.9739359,45.3507167
Kepler-937 c,Kepler-937,Transit,2016,Kepler,1,2,7.61,2.67,153.343364,0.5545,0,377,1.15,1.22,6095,0.28097,1571.46,294.1688142,46.7146161
Kepler-1065 c,Kepler-1065,Transit,2016,Kepler,1,2,3.19,1.6,2.37030743,0.0344,0,1256,0.94,0.93,5635,-0.11584,1122.48,294.511319,38.7904648
Kepler-1067 b,Kepler-1067,Transit,2016,Kepler,1,2,0.437,0.8,0.762129261,0.0164,0,1872,0.95,0.93,5592,-0.14725,667.693,285.3873706,45.0490265
Kepler-578 b,Kepler-578,Transit,2016,Kepler,1,1,4.66,2,1.616883696,0.0266,0,1774,0.87,0.83,5334,-0.3369,541.432,288.7549882,39.563696
Kepler-689 b,Kepler-689,Transit,2016,Kepler,1,1,8.7,2.89,22.36656079,0.1449,0,536,0.91,0.88,5518,-0.15327,1131.73,294.7106347,39.5216975
Kepler-1460 b,Kepler-1460,Transit,2016,Kepler,1,1,4.5,1.96,29.9633247,0.1614,0,391,0.7,0.67,4422,-0.84407,553.218,285.5577888,44.0108221
Kepler-1498 b,Kepler-1498,Transit,2016,Kepler,1,1,2.33,1.33,48.051405,0.2528,0,564,0.86,0.81,5256,-0.16563,740,284.7780883,44.9167513
Kepler-1073 c,Kepler-1073,Transit,2016,Kepler,1,3,3.33,1.64,4.02582254,0.0483,0,1169,1,1,5792,-0.01023,809.897,294.1527259,38.2330886
Kepler-701 b,Kepler-701,Transit,2016,Kepler,1,1,8.45,2.84,10.35533177,0.0895,0,777,0.88,0.84,5343,-0.27626,774.152,288.99418,41.6333125
Kepler-1611 b,Kepler-1611,Transit,2016,Kepler,1,1,0.457,0.81,5.1762429,0.0586,0,1243,0.94,0.93,5605,-0.113,908.444,296.5120204,49.7277506
Kepler-624 b,Kepler-624,Transit,2016,Kepler,1,1,5.95,2.31,14.58649607,0.11638,0,852,1.1,1.18,6117,0.29097,748.188,295.1933631,39.5396946
Kepler-1462 b,Kepler-1462,Transit,2016,Kepler,1,1,14,3.82,65.6488341,0.3094,0,390,1,1,5756,-0.31369,1017.82,296.397542,42.3969273
Kepler-1500 b,Kepler-1500,Transit,2016,Kepler,1,1,1.87,1.2,15.0330105,0.1236,0,928,1,1,5845,0.27456,1217.82,288.883474,39.7446547
Kepler-1522 b,Kepler-1522,Transit,2016,Kepler,1,1,3.64,1.73,1.847889171,0.0288,0,1374,0.96,0.93,5706,0.09172,814.125,289.8432347,52.0702094
Kepler-625 b,Kepler-625,Transit,2016,Kepler,1,2,4.62,1.99,7.75192492,0.08137,0,852,1.04,0.96,5789,0.40647,760.708,292.1504723,39.6375254
Kepler-1612 b,Kepler-1612,Transit,2016,Kepler,1,1,1.08,1.03,3.91795101,0.0482,0,1030,0.96,0.94,5643,-0.18821,764.726,291.2503022,45.6550536
Kepler-1464 b,Kepler-1464,Transit,2016,Kepler,1,2,3.39,1.66,31.7785901,0.20066,0,564,1.02,1.01,5828,0.42978,1151.73,287.2356828,38.7540824
Kepler-1464 c,Kepler-1464,Transit,2016,Kepler,1,2,0.972,1,5.32786292,0.06101,0,1023,1.02,1.01,5828,0.42978,1151.73,287.2356828,38.7540824
Kepler-1504 b,Kepler-1504,Transit,2016,Kepler,1,1,5.18,2.13,82.304003,0.3704,0,485,0.85,0.81,5393,0.46829,2435.94,289.7119947,50.1282265
Kepler-1505 b,Kepler-1505,Transit,2016,Kepler,1,1,0.749,0.93,30.8609366,0.18298,0,525,0.93,0.86,5686,0.14944,495.148,292.0020614,41.7869639
Kepler-1523 b,Kepler-1523,Transit,2016,Kepler,1,1,3.12,1.58,0.93875077,0.01867,0,1676,0.97,0.96,5708,-0.09894,865.596,296.0540705,45.8270447
Kepler-1085 b,Kepler-1085,Transit,2016,Kepler,1,2,41.2,7.22,219.3217528,0.73361,0,313,1.11,1.14,6000,0.07867,1364.53,287.4776359,46.1411685
