pl_name,hostname,discoverymethod,disc_year,disc_facility,sy_snum,sy_pnum,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,sy_dist,ra,dec
Kepler-1535 b,Kepler-1535,Transit,2016,Kepler,1,1,7.04,2.55,138.9442,0.5329,0,384,1.08,1.11,6021,0.16473,897.733,286.613685,38.8919507
Kepler-39 b,Kepler-39,Transit,2011,Kepler,1,1,6388.1,13.9,21.08721,0.164,0.112,897,1.29,1.4,6350,0.34593,1057.41,296.9603348,46.0342954
Kepler-1532 b,Kepler-1532,Transit,2016,Kepler,1,1,2.39,1.35,1.093663559,0.0206,0,1681,0.91,0.88,5559,-0.14116,798.246,296.902784,41.1981424
Kepler-808 b,Kepler-808,Transit,2016,Kepler,1,1,2.73,1.46,0.631332353,0.01314,0,1322,0.76,0.71,4653,-0.6837,321,291.5941514,48.4454907
KELT-10 b,KELT-10,Transit,2016,KELT-South,1,1,215.80657,15.681391,4.1662739,0.0525,,1377,1.112,1.209,5948,0.21748,188.404,284.5483823,-47.0033072
WASP-119 b,WASP-119,Transit,2016,SuperWASP-South,1,1,390.9309,15.6926,2.49979,0.0363,0.058,1600,1.02,1.2,5650,0.07465,302.448,55.9336392,-65.19378
WASP-69 b,WASP-69,Transit,2014,SuperWASP,1,1,82.58,11.21,3.86813881,0.0453,0,971,0.83,0.801,4792,-0.48149,49.9605,315.0259661,-5.094857
WASP-94 A b,WASP-94 A,Transit,2014,SuperWASP,2,2,158.915,17.71022,3.95019,0.055,0,1604,1.67,1.48,6170,0.50992,211.211,313.7832393,-34.1357512
TOI-682.01,TOI-682,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,1,13.5,3.74186,6.8392388,,,1090,0.85,1.08,5085,-0.14982,83.1548,167.88543,-22.0727803
TOI-7384 b,TOI-7384,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),1,1,12.4,3.56,6.2340258,0.0439,0.4,378,0.318,0.319,3185,-2.02507,66.7902,83.1031834,-39.8342501
Kepler-335 c,Kepler-335,Transit,2014,Kepler,1,2,9.64,3.07,67.844469,0.356,0,592,1.367,1.854,5877,0.57766,1278.97,296.0642944,45.4285986
TOI-1453 b,TOI-1453,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),2,2,2.32,1.173,4.3135225,,0,944.2,0.715,0.72,4975,-0.57539,78.7415,258.2232705,57.1977779
TOI-2141 b,TOI-2141,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,3,20.1,3.147,18.261608,0.1322,0.21,728,0.896,0.95,5635,-0.05,77.682,258.7623456,18.3403449
Kepler-94 c,Kepler-94,Radial Velocity,2014,W. M. Keck Observatory,1,2,3126,12.5,820.3,1.596806621,0.345931,,0.81,0.76,4781,-0.61348,191.904,281.1947316,47.4972606
GJ 1132 b,GJ 1132,Transit,2015,Cerro Tololo Inter-American Observatory,1,2,1.83704819,1.19151465,1.62892911,0.0157,0.0118,583.8,0.1945,0.2211,3229,-2.32148,12.613,153.7090696,-47.1549358
Kepler-966 b,Kepler-966,Transit,2016,Kepler,1,1,16,4.13,99.747622,0.3907,0,391,1.02,1.02,5840,0.23291,1027.8,297.270576,50.1218365
EPIC 220492298 b,EPIC 220492298,Transit,2021,K2,1,1,0.937,0.99,0.762406,,,,0.95,0.89,5620,-0.0088,624.512,16.7615005,6.588798
HATS-28 b,HATS-28,Transit,2016,HATSouth,1,1,213.58176,13.383546,3.1810781,0.04131,0.202,1253,0.929,0.922,5498,-0.15739,535.383,284.3997616,-49.1385126
HATS-29 b,HATS-29,Transit,2016,HATSouth,1,1,207.54299,14.022459,4.6058749,0.05475,0.158,1212,1.032,1.073,5670,0.02938,353.891,285.0965172,-54.8933408
WASP-54 b,WASP-54,Transit,2012,SuperWASP,2,1,187.5197,17.71022,3.69364,0.04988,0.07,1759,1.08,1.76,6100,0.57477,251.303,205.4542456,-0.1281712
HD 63935 b,HD 63935,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,2,10.5,2.91575244,9.058807,0.083,0,825.22,0.9406,0.9598,5513,-0.11464,48.9739,117.9246417,9.3852412
WASP-149 b,WASP-149,Transit,2025,SuperWASP,1,1,314.9679513,15.24421375,1.332813,0.024,0,1855,1.05,1.08,5750,0.04343,211.73,124.073681,-8.6865813
K2-403 b,K2-403,Transit,2022,K2,1,1,24.6,5.333,33.589979,,,949,0.784,0.886,5511,-0.17121,246.599,164.1893864,9.6739464
Kepler-260 c,Kepler-260,Transit,2014,Kepler,1,2,3.68,1.74,76.050178,0.332,0,372,1.013,0.862,5250,-0.09198,627.365,291.9259658,38.0140525
Kepler-140 c,Kepler-140,Transit,2014,Kepler,1,2,3.89,1.8,91.353282,0.414,0,428,1.044,1.288,6077,0.25061,583.859,287.3694056,46.7681473
HATS-15 b,HATS-15,Transit,2016,HATSouth,1,1,689.6911,12.385945,1.74748753,0.02712,0.126,1505,0.871,0.922,5311,-0.20412,1139.55,311.0920041,-19.4375266
TOI-2128 b,TOI-2128,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,4.5,2.08874836,16.34136,0.127,0,780.53,1.0251,1.1174,5968,0.15625,36.578,256.9817998,32.1053027
MASCARA-1 b,MASCARA-1,Transit,2017,Multiple Observatories,1,1,1175.971,17.90074218,2.14877381,0.040352,0.00034,2594.3,1.9,2.082,7490,1.08279,182.273,317.5515264,10.7388967
Kepler-14 b,Kepler-14,Transit,2011,Kepler,2,1,2669.66,12.733,6.790123,0.0771,0.035,1605,1.512,2.048,6395,0.799,798,287.708814,47.33305
K2-24 c,K2-24,Transit,2016,K2,1,2,15.4,7.5,42.3391,0.247,0.07,542,1.07,1.16,5625,0.15836,170.562,242.5734559,-24.9906029
WASP-129 b,WASP-129,Transit,2016,SuperWASP-South,2,1,317.83,10.42437,5.748145,0.0628,0.096,1100,1,0.9,5900,0.11182,301.462,176.2990518,-42.0639575
WASP-124 b,WASP-124,Transit,2016,SuperWASP-South,1,1,190.698,13.89916,3.37265,0.0449,0.017,1400,1.07,1.02,6050,0.14934,448.637,332.7143373,-30.7497189
Kepler-941 b,Kepler-941,Transit,2016,Kepler,1,1,9.69,3.08,17.42395198,0.1311,0,722,0.89,0.86,5539,-0.20576,1088.36,294.3262617,47.2175461
Kepler-85 c,Kepler-85,Transit,2012,Kepler,1,4,2.15,1.978,12.51,0.10363,0.027,706,0.928,0.875,5505.2,-0.2123,765.025,290.9734395,45.2902761
Kepler-734 b,Kepler-734,Transit,2016,Kepler,1,1,12.4,3.56,6.104852856,0.0583,0,784,0.85,0.78,5326,0.37395,1157.21,297.0456122,46.0273893
GJ 2030 b,GJ 2030,Radial Velocity,2022,Multiple Observatories,1,2,4.76742611,2.03,2.38129,0.034,0.239,,0.96,2.24104,5485,0.6123,37.0788,50.8237604,-7.7950429
KELT-9 b,KELT-9,Transit,2017,KELT-North,2,1,915.3504,21.196219,1.4811235,0.03462,0,4050,2.52,2.362,10170,1.72428,204.455,307.8598998,39.9389161
NGTS-1 b,NGTS-1,Transit,2017,Next-Generation Transit Survey (NGTS),1,1,258.07796,14.90797,2.647298,0.0326,0.016,790,0.617,0.573,3916,-1.15326,218.121,82.7142134,-36.6309812
K2-157 d,K2-157,Radial Velocity,2025,Paranal Observatory,1,3,23.3,5.16,66.5,0.309,0.5,429.1,0.89,0.86,5334,-0.2102,298.373,183.7514959,-5.7820178
Kepler-599 b,Kepler-599,Transit,2016,Kepler,1,1,8.45,2.84,15.65562652,0.1128,0,623,0.83,0.79,5127,-0.52232,558.517,285.9115968,41.0695091
HATS-52 b,HATS-52,Transit,2017,HATSouth,1,1,711.9392,15.490838,1.36665436,0.02498,0.246,1834,1.111,1.046,6010,0.06819,555.134,140.0875894,-31.2692116
HATS-53 b,HATS-53,Transit,2017,HATSouth,1,1,189.10885,15.02006,3.8537768,0.04753,0.33,1312,0.964,1.101,5644,0.04532,585.77,176.628323,-33.8600764
WASP-139 b,WASP-139,Transit,2016,SuperWASP-South,2,1,37.18611,8.9672,5.924262,0.062,0,910,0.92,0.8,5310,-0.34535,212.472,49.562173,-41.3020235
WASP-142 b,WASP-142,Transit,2016,SuperWASP-South,1,1,266.9772,17.14977,2.052868,0.0347,0,2000,1.33,1.64,6010,0.51325,730.933,140.5063164,-23.946102
Kepler-1203 b,Kepler-1203,Transit,2016,Kepler,1,1,1.2,1.06,0.588000765,0.0114,0,1188,0.64,0.61,4105,-0.85362,317.022,292.7734523,44.178088
55 Cnc b,55 Cnc,Radial Velocity,1996,Lick Observatory,2,7,263.9785,13.9,14.651552,0.118,0.0029,700,1.015,0.98,5198,-0.19695,12.5855,133.1468373,28.3298154
47 UMa c,47 UMa,Radial Velocity,2001,Lick Observatory,1,3,171.621,14.2,2391,3.6,0.098,,1.06,1.21334,5872,0.1978,13.7967,164.8647611,40.4304931
61 Vir d,61 Vir,Radial Velocity,2009,Multiple Observatories,1,3,22.9,5.11,123.01,0.476,0.35,,0.942,0.963,5577,-0.095,8.50332,199.596455,-18.3157745
61 Vir b,61 Vir,Radial Velocity,2009,Multiple Observatories,1,3,5.1,2.11,4.215,0.050201,0.12,,0.942,0.963,5577,-0.095,8.50332,199.596455,-18.3157745
HD 136352 b,HD 136352,Radial Velocity,2019,La Silla Observatory,1,3,4.72,1.664,11.57797,0.0964,0,905,0.87,1.058,5664,0.0162,14.682,230.4401147,-48.3188174
Kepler-1720 b,Kepler-1720,Transit,2021,Kepler,1,1,10.4,3.21585295,12.70639992,0.1043,0,697,0.939,0.839,5573,-0.33619,629.445,296.8086813,47.1718557
HD 4732 c,HD 4732,Radial Velocity,2012,Multiple Observatories,2,2,1069.49259,13.1,3184.2,4.725,0.187,,1.39,5.03,4898,1.11826,54.7841,12.3085089,-24.1369079
Kepler-549 b,Kepler-549,Transit,2016,Kepler,1,3,11,2.57,42.9495649,0.23236,0,487,0.88,0.84,5360,-0.30618,635.145,283.0228527,47.2611431
HD 147513 b,HD 147513,Radial Velocity,2003,La Silla Observatory,2,1,385,13.7,528.4,1.32,0.26,,1.11,0.98,5883,-0.01,12.9032,246.0057894,-39.1929661
HD 160691 c,HD 160691,Radial Velocity,2004,Anglo-Australian Telescope,1,4,1398.444991,,3947,4.17,0.039,,1.13,1.33,5773,0.27848,15.5981,266.0361585,-51.8348751
Kepler-19 c,Kepler-19,Transit Timing Variations,2011,Kepler,1,3,13.1,3.68,28.731,0.1765737,0.21,,0.936,0.859,5544,-0.16056,218.562,290.4209694,37.8516556
Kepler-1727 b,Kepler-1727,Transit,2021,Kepler,1,1,10.2,3.17321625,9.029299736,0.0796,0,757,0.824,0.82,5349,-0.25065,894.187,290.3336142,38.7282722
ITG 15 b,ITG 15 A,Imaging,2024,European Space Agency (ESA) Gaia Satellite,2,1,6674.396547,12.1,,435,,2601,,,,,136.37,69.9370379,26.0312128
Kepler-531 b,Kepler-531,Transit,2016,Kepler,1,1,8.15,2.78,29.88485741,0.17446,0,453,0.78,0.75,4893,-0.55216,252.762,286.5246582,48.6835481
Kepler-1182 b,Kepler-1182,Transit,2016,Kepler,1,1,6.39,2.41,11.17394617,0.0981,0,796,1.04,1.05,5924,0.25605,1545.39,296.3079895,43.8213706
KELT-19 A b,KELT-19 A,Transit,2017,KELT,2,1,1293.5681,21.40919,4.6117093,0.0637,,1935,1.62,1.83,7500,0.97772,300.276,111.5095293,7.6157759
KELT-21 b,KELT-21,Transit,2018,KELT-North,1,1,1242.7153,17.777474,3.6127647,0.05224,0,2051,1.458,1.638,7598,0.90472,470.878,304.8000322,32.5810446
HD 37124 b,HD 37124,Radial Velocity,2002,W. M. Keck Observatory,1,3,214.53525,14,154.378,0.53364,0.054,,0.85,0.949168,5698.64,-0.11224,31.6634,84.2599947,20.7289784
Kepler-513 b,Kepler-513,Transit,2016,Kepler,1,1,5.48,2.2,28.86235584,0.1779,0,623,1.02,1.06,5849,0.07874,468.258,285.0416235,50.0753913
HD 330075 b,HD 330075,Radial Velocity,2004,La Silla Observatory,1,1,152.5584,14.3,3.38773,0.04,0,990,0.47,0.84,5000,-0.33,45.2989,237.4054997,-49.9639199
Kepler-1329 b,Kepler-1329,Transit,2016,Kepler,1,1,5.35,2.17,9.33646594,0.0747,0,577,0.72,0.69,4500,-0.77081,588.037,281.6476437,48.2709523
K2-61 b,K2-61,Transit,2016,K2,1,1,4.35,1.92,2.57336,0.0392,,1325,0.97,0.995,5748,-0.01524,405.732,339.6748444,-13.5600447
Kepler-825 c,Kepler-825,Transit,2016,Kepler,1,2,4.04,1.84,8.1818246,0.0759,0,981,1.03,1.08,5976,0.11956,807.85,294.769825,39.3984081
Kepler-382 b,Kepler-382,Transit,2014,Kepler,1,2,2.3,1.32,5.262155,0.055,0,1166,1.002,0.945,5600,0.14553,935.446,299.1362435,45.8699582
K2-165 c,K2-165,Transit,2018,K2,1,3,3.03,1.55409035,4.382745,,,,0.834847,0.803827,5185,-0.36982,134.591,184.9004881,0.968327
WASP-138 b,WASP-138,Transit,2016,SuperWASP,1,1,387.7526,12.21781,3.634433,0.0494,,1590,1.22,1.36,6272,0.43503,414.234,41.6391598,-0.4641252
XO-6 b,XO-6,Transit,2016,XO,1,1,1398.452,23.20263,3.7650007,0.0815,0,1577,1.47,1.93,6720,0.53614,235.479,94.7929552,73.8275672
Qatar-3 b,Qatar-3,Transit,2017,Qatar,1,1,1369.8473,12.285064,2.5079204,0.03783,0,1681,1.145,1.272,6007,0.27875,735.601,359.1519716,36.2129562
Kepler-19 d,Kepler-19,Radial Velocity,2017,Roque de los Muchachos Observatory,1,3,22.5,5.06,62.95,,0.05,,0.936,0.859,5544,-0.16056,218.562,290.4209694,37.8516556
Kepler-1191 b,Kepler-1191,Transit,2016,Kepler,1,1,2.89,1.51,5.60014851,0.0587,0,952,0.85,0.81,5308,-0.22611,955.536,291.6577923,48.0092619
Kepler-1891 b,Kepler-1891,Transit,2021,Kepler,1,1,2.93,1.52139156,4.02229023,0.0473,0,1017,0.873,0.827,5516,-0.23134,596.24,290.0438524,44.3705375
WASP-53 b,WASP-53,Transit,2017,Multiple Facilities,1,2,677.61356,12.038466,3.3098443,0.04101,0.03,1053,0.839,0.798,4953,-0.46344,201.338,31.9091639,-20.661843
WASP-53 c,WASP-53,Radial Velocity,2017,Multiple Facilities,1,2,5196.5205,,2840,3.73,0.8369,,0.839,0.798,4953,-0.46344,201.338,31.9091639,-20.661843
K2-198 b,K2-198,Transit,2018,K2,1,3,16.3,4.189,17.0428683,,,715.8,0.799,0.757,5212.9,-0.40084,110.567,198.8436817,-6.4649888
Kepler-1456 b,Kepler-1456,Transit,2016,Kepler,1,1,1.55,1.14,18.1373829,0.1132,0,433,0.64,0.62,4231,-0.957,370.312,286.9453381,43.8228023
Kepler-529 b,Kepler-529,Transit,2016,Kepler,1,3,4.12,1.86,1.980357663,0.0309,0,1662,1.07,1.14,6087,0.207,799.008,285.8884067,47.880364
11 UMi b,11 UMi,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,1,1,4684.8142,12.3,516.21997,1.53,0.08,,2.78,29.79,4213,2.42951,125.321,229.2745954,71.8239428
Kepler-835 b,Kepler-835,Transit,2016,Kepler,1,1,8.2,2.79,11.41909375,0.107,0,921,1.08,1.11,5954,0.32995,2406.33,283.5742181,45.7348003
Kepler-1666 c,Kepler-1666,Transit,2020,Kepler,1,2,10.5,3.23564749,40.7157,0.2383,0,578,1.23,1.14586,6293,0.26839,1379.37,297.9516071,46.2647024
Kepler-690 b,Kepler-690,Transit,2016,Kepler,1,1,29.6,5.95,7.748094374,0.081,0,964,1.11,1.16,5913,0.14056,1665.31,294.4899225,39.7714758
Kepler-136 b,Kepler-136,Transit,2014,Kepler,2,2,19.8,2.05,11.5789,0.106,0,951,1.204,1.355,6165,0.46678,420.818,296.4673039,42.5987984
Kepler-775 b,Kepler-775,Transit,2016,Kepler,1,1,1.81,1.19,0.974868926,0.01834,0,1612,0.92,0.84,5468,-0.26699,398.676,291.4332781,41.7033162
KIC 10068024 b,KIC 10068024,Orbital Brightness Modulation,2021,Kepler,1,1,635.656814,13.4,2.073549,,,,1.22,1.574,6118.4,0.496,721.105,288.8470423,47.0228607
HATS-34 b,HATS-34,Transit,2016,HATSouth,1,1,299.07803,16.02887,2.1061607,0.03166,0.108,1445,0.955,0.98,5380,-0.14026,508.842,0.7744866,-62.4693167
HATS-35 b,HATS-35,Transit,2016,HATSouth,1,1,388.38826,16.409976,1.8209993,0.03199,0.306,2037,1.317,1.433,6300,0.46538,514.555,296.688442,-63.5656488
WASP-81 b,WASP-81,Transit,2017,Multiple Facilities,1,1,231.69807,16.017661,2.7164762,0.03908,0.066,1623,1.08,1.283,5870,0.24551,398.505,304.2079924,3.2939492
Kepler-357 b,Kepler-357,Transit,2014,Kepler,1,3,4.04,1.84,6.475434,0.063,0,793,0.794,0.834,5036,-0.55635,688.573,291.2429746,44.0086337
Kepler-23 d,Kepler-23,Transit,2014,Kepler,1,3,4.44,2.206,15.27,0.12012,0.01,896,1.078,1.548,5828,0.39783,835.756,294.2189131,49.4792536
Kepler-1510 b,Kepler-1510,Transit,2016,Kepler,1,1,11.2,3.36,84.703921,0.4089,0,537,1.19,1.28,6200,0.37703,1696.25,298.9591432,48.2578295
Kepler-1324 b,Kepler-1324,Transit,2016,Kepler,1,1,2.89,1.51,4.115844679,0.0466,0,895,0.78,0.73,4776,-0.67302,481.667,291.1849503,40.3112023
HIP 67851 c,HIP 67851,Radial Velocity,2015,Multiple Observatories,1,2,2204.775659,12.7,3128.41,4.55,0.3,,1.28,5.45,4840,1.16673,64.1181,208.465364,-35.3146536
Kepler-110 b,Kepler-110,Transit,2014,Kepler,1,2,4.01,1.83,12.691112,0.107,0,1008,0.989,1.149,5960,0.27598,586.531,292.9291693,48.6028303
K2-325 b,K2-325,Transit,2020,K2,1,1,5.48,2.2,6.93,0.0419,,423,0.274,0.298,3287,-2.04801,111.638,353.9169507,-7.6867213
Kepler-716 c,Kepler-716,Transit,2020,Kepler,1,2,2.52,1.39281536,3.96999,0.04548,0,992,0.83,0.742183,5012,-0.50424,635.009,290.3931809,43.3638577
Kepler-1850 b,Kepler-1850,Transit,2021,Kepler,1,1,0.313,0.72909663,1.385800004,0.0206,0,1008,0.611,0.6,4239,-0.81005,250.199,287.1428295,43.6161177
HD 163607 b,HD 163607,Radial Velocity,2010,W. M. Keck Observatory,1,2,249.051588,13.9,75.2203,0.362,0.7441,,1.12,1.76,5522,0.42,67.7855,268.4181383,56.3924701
HD 44219 b,HD 44219,Radial Velocity,2010,La Silla Observatory,1,1,184.3404761,14.1,472,1.26,0.41,,1.2,1.32,5752,0.26,52.9051,95.0599971,-10.7250799
KELT-1 b,KELT-1,Transit,2012,KELT,1,1,8654.15,12.442,1.217514,0.02466,0.0099,2361,1.335,1.471,6516,0.545,268.43,0.3620995,39.3837953
HATS-50 b,HATS-50,Transit,2017,HATSouth,1,1,123.9537,12.66617,3.8297015,0.05046,0.516,1275.39,1.168,1.117,5990,0.14301,756.742,300.4280761,-26.077564
WASP-153 b,WASP-153,Transit,2017,SuperWASP,1,1,123.9537,17.37395,3.332609,0.048,0.009,1700,1.336,1.73,5914,0.45958,610.176,279.2624729,40.0186905
Kepler-1365 b,Kepler-1365,Transit,2016,Kepler,1,2,0.721,0.92,7.69993485,0.07839,0,969,1,1.05,5770,0.42479,840.128,292.1996573,42.0459944
HD 170469 b,HD 170469,Radial Velocity,2007,W. M. Keck Observatory,2,1,209.7678,14.1,1145,2.24,0.11,,1.1,1.24,5842,0.204,60.178,277.2955423,11.6954244
Kepler-341 d,Kepler-341,Transit,2014,Kepler,1,4,4.08,1.85,27.666313,0.182,0,622,0.976,1.024,6012,0.12721,1047.03,289.8615609,43.4727412
Kepler-977 b,Kepler-977,Transit,2016,Kepler,1,1,7.37,2.62,26.85328322,0.162,0,544,0.87,0.83,5315,-0.47627,568.751,291.5161959,42.2480736
HD 98219 b,HD 98219,Radial Velocity,2011,W. M. Keck Observatory,1,1,624.21812,13.4,433.8,1.26,0.079,,1.41,4.6,4925,1.04922,113.704,169.4475218,-23.975488
HAT-P-31 b,HAT-P-31,Transit,2011,HATNet,1,1,721.4741,12.21781,5.00542,0.061,0.25,1450,1.31,1.39,6065,0.43315,344.05,271.5376722,26.4266061
WASP-131 b,WASP-131,Transit,2016,SuperWASP-South,1,1,86.76715511,13.74221034,5.3220125,0.0608,0,1460,1.06,1.561,5990,0.53005,200.075,210.1935714,-30.5836084
AU Mic e,AU Mic,Radial Velocity,2025,Mauna Kea Observatory,1,4,21.1,4.87,33.11,,,,0.6,0.82,3665,-0.99,9.7221,311.2911369,-31.34245
KELT-16 b,KELT-16,Transit,2017,KELT,2,1,874.0325,15.860735,0.9689951,0.02044,0,2453,1.211,1.36,6236,0.4014,444.586,314.2685227,31.6610186
GJ 393 b,GJ 393,Radial Velocity,2021,Multiple Observatories,1,1,1.71,1.17,7.02679,0.05402,,485,0.426,0.426,3579,-1.57073,7.03149,157.2288672,0.8378485
Kepler-879 b,Kepler-879,Transit,2016,Kepler,1,2,7.13,2.57,33.3855938,0.2012,0,580,1.02,1.02,5792,0.0334,802.672,295.8065515,50.9097521
Kepler-1933 b,Kepler-1933,Transit,2021,Kepler,1,1,1.76,1.17984089,4.943290234,0.05605,0,1058,0.964,1.008,5661,-0.11595,328.007,283.995085,39.9170121
Kepler-1641 b,Kepler-1641,Transit,2016,Kepler,1,2,9.85,3.11,19.672266,0.1473,0,908,1.12,1.19,6152,0.13083,860.37,296.359456,41.5745321
GJ 687 b,GJ 687,Radial Velocity,2014,Lick Observatory,1,2,17.2,4.32,38.142,0.163,0.17,,0.4,0.4183,3413,-1.672,4.54939,264.1041731,68.3336741
Kepler-23 b,Kepler-23,Transit,2011,Kepler,1,3,2.56,1.638,7.1,0.07212,0.017,1157,1.078,1.548,5828,0.39783,835.756,294.2189131,49.4792536
Kepler-554 b,Kepler-554,Transit,2016,Kepler,1,1,17,4.29,1.902208556,0.03022,0,1346,0.93,0.92,5447,-0.11758,690.525,296.4068982,51.3581938
HD 159868 c,HD 159868,Radial Velocity,2012,Anglo-Australian Telescope,1,2,244.09344,14,351,1.032,0.184,,1.19,2.13,5534,0.55574,55.8503,264.7466665,-43.1462347
XO-2 S c,XO-2 S,Radial Velocity,2014,Roque de los Muchachos Observatory,2,3,435.409,13.6,120.8,0.4756,0.1528,,0.982,1.02,5399,-0.12302,151.398,117.0309753,50.2169068
TOI-5388.01,TOI-5388,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),1,1,2.2,0.99,2.5946748,0.024335855,,488,0.292,0.3,3440,-1.94539,18.5226,152.1765169,35.5475571
Kepler-1331 b,Kepler-1331,Transit,2016,Kepler,1,1,1.16,1.05,0.789161653,0.0142,0,1244,0.72,0.69,4508,-0.90934,319.197,297.0737928,41.2244613
Kepler-1246 b,Kepler-1246,Transit,2016,Kepler,1,1,2.42,1.36,11.32271513,0.0848,0,554,0.73,0.69,4611,-0.7266,436.505,287.6572346,48.9822053
Kepler-287 b,Kepler-287,Transit,2014,Kepler,1,2,83,2.33,20.342199,0.145,0,667,0.963,1.032,5806,-0.13438,835.86,290.9274282,48.4434588
Kepler-432 c,Kepler-432,Radial Velocity,2015,Fred Lawrence Whipple Observatory,2,2,772.3269,13.3,406.2,,0.498,,1.32,4.06,4995,0.92561,848.023,293.2822344,48.2859173
HD 102843 b,HD 102843,Radial Velocity,2019,Las Campanas Observatory,1,1,113.9,13.1,3090.942,4.074,0.11,,0.95,0.961488,5436,-0.13814,62.758,177.5854673,-1.2522989
K2-155 b,K2-155,Transit,2018,K2,1,3,3.89,1.8,6.342,0.0562,,708,0.65,0.58,4258,-1.22915,72.7998,65.469614,21.3532633
Kepler-162 c,Kepler-162,Transit,2014,Kepler,1,2,9.43,3.03,19.446355,0.137,0,681,1.053,0.958,5816,0.1554,855.641,297.2789115,43.7239693
Kepler-603 d,Kepler-603,Transit,2016,Kepler,1,3,2.3,1.32,6.2171292,0.07117,0,1098,1.01,1.01,5808,0.39156,1539.63,294.2809679,42.2909295
Kepler-139 b,Kepler-139,Transit,2014,Kepler,1,5,7,2.94,15.771044,0.127,0,752,1.078,1.3,5594,0.01598,391.038,282.3919451,43.8894167
K2-155 d,K2-155,Transit,2018,K2,1,3,4.27,1.9,40.718,0.1937,,381,0.65,0.58,4258,-1.22915,72.7998,65.469614,21.3532633
Kepler-1443 b,Kepler-1443,Transit,2016,Kepler,1,1,0.871,0.97,2.41811321,0.03783,0,1602,1.19,1.27,6289,0.56075,593.646,283.4357392,47.0667983
Kepler-48 c,Kepler-48,Transit,2012,Kepler,1,5,14.61,2.71,9.67395,0.08633,0,736,0.88,0.89,5194,-0.28926,306.738,299.1393094,40.948939
55 Cnc d,55 Cnc,Radial Velocity,2002,Lick Observatory,2,7,1232.493,13,4799,5.6,0.0913,,1.015,0.98,5198,-0.19695,12.5855,133.1468373,28.3298154
HD 160691 e,HD 160691,Radial Velocity,2006,La Silla Observatory,1,4,2224.798849,,307.9,0.96,0.0666,,1.13,1.33,5773,0.27848,15.5981,266.0361585,-51.8348751
HD 3651 b,HD 3651,Radial Velocity,2003,Multiple Observatories,1,1,72.46524,10.1,62.25,0.295,0.645,,0.799,0.871954,5221,-0.27415,11.1336,9.8387218,21.2488844
ups And c,ups And,Radial Velocity,1999,Multiple Observatories,2,3,4443.24113,12.3,241.258,0.827774,0.2596,,1.3,1.56,6156.77,0.52541,13.4054,24.1983534,41.4038147
Kepler-1369 b,Kepler-1369,Transit,2016,Kepler,1,1,7.7,2.69,25.873148,0.1741,0,667,0.99,0.99,5761,-0.01005,1236.56,285.7972604,40.9361923
V1298 Tau b,V1298 Tau,Transit,2019,K2,3,4,13.1,9.41,24.140006,0.1685,0.0079,666,1.1,1.32,4970,-0.02045,108.199,61.331654,20.1570318
GJ 887 c,GJ 887,Radial Velocity,2020,La Silla Observatory,1,4,6.5,2.43,21.784,0.121,0.17,320,0.495,0.468,3688,-1.43415,3.28679,346.5027573,-35.8473489
TOI-4342 b,TOI-4342,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,2,7.3,2.329,5.5382592,0.0519,0,639,0.587,0.598,3866,-1.12494,61.5204,324.3894196,-77.9791468
HD 20794 f,HD 20794,Radial Velocity,2025,Multiple Observatories,1,4,5.82,2.28,647.6,1.3541,0.45,,0.79,0.93,5368,-0.16311,6.00278,49.9997666,-43.0666533
KOINTREAU-3 b,ISO-Oph 96,Imaging,2026,W. M. Keck Observatory,1,1,1080.616584,13.1,,342,,,0.41,0.730795,3920,-1.18009,140.563,246.7687845,-24.716683
Kepler-1644 b,Kepler-1644,Transit,2016,Kepler,1,1,4.19,1.88,21.0907758,0.142,0,606,0.89,0.86,5499,-0.215,629.27,285.4750512,48.0348356
Kepler-1249 b,Kepler-1249,Transit,2016,Kepler,1,1,6.26,2.38,24.3347127,0.167,0,647,1.19,1.28,6202,0.42782,1904.54,296.8948517,44.3717429
WASP-78 b,WASP-78,Transit,2012,SuperWASP,1,1,352.7913,21.63337,2.17518,0.03488,0,2469.7,1.87,2.46,6100,0.76274,754.258,63.7562662,-22.1163901
WASP-39 b,WASP-39,Transit,2011,SuperWASP,1,1,89.31023,14.336311,4.0552941,0.04828,0,1166,0.913,0.939,5485,-0.12792,213.982,217.3266477,-3.4444994
WASP-36 b,WASP-36,Transit,2011,SuperWASP,2,1,750.39663,14.874343,1.53736596,0.02677,0,1733,1.081,0.985,5959,0.00087,386.346,131.5803897,-8.0269855
WASP-43 b,WASP-43,Transit,2011,SuperWASP,1,1,565.714,10.424,0.813475,0.0142,0,1426.7,0.58,0.6,4400,-0.82509,86.7467,154.9081869,-9.8064431
